BSLK,0.6256,-11.262,20230371.0,57,653145.0,7,75,3.0,Missing Data
BSLKW,0.0349,2.647,1128580.0,57,34214.0,7,75,3.0,Missing Data
BTCTW,0.0788,-0.253,259839.0,10,30655.0,9,103,0.0,Missing Data
BTMWW,0.079,-1.25,4770876.0,57,50299.0,4,57,2.0,Missing Data
BUJAR,0.1,-9.091,0.0,36,516500.0,4,20,1.0,Missing Data
BUJAW,0.03,-5.063,0.0,36,237294.0,4,20,1.0,Missing Data
BW^A,14.3793,2.709,0.0,57,10493.0,5,62,0.0,Missing Data
BWNB,21.28,-0.793,2007058014.0,57,18278.0,7,24,3.0,Missing Data
BWSN,24.3,1.546,2291894255.0,57,19642.0,7,24,3.0,Missing Data
BYNOW,0.034,6.25,0.0,50,640410.0,4,20,2.0,Missing Data
BZFDW,0.2646,15.043,10055065.0,57,22324.0,1,140,3.0,Missing Data
C^N,30.29,0.165,0.0,57,111273.0,5,62,0.0,Missing Data
CADE^A,20.9808,-0.329,0.0,57,6624.0,5,62,0.0,Missing Data
CAPN,9.9882,0.082,0.0,57,21417.0,5,62,0.0,Missing Data
CAPNR,0.1201,0.083,0.0,57,150916.0,4,20,0.0,Missing Data
CAPTW,0.0396,37.024,1154643.0,56,138745.0,8,68,0.0,Missing Data
CARG,37.83,-0.106,3923274926.0,57,201712.0,10,47,7.0,Missing Data
CARM,0.8361,-1.589,34907266.0,57,104064.0,6,19,10.0,Missing Data
CCIA,25.9899,-0.039,0.0,18,3169.0,5,62,1.0,Missing Data
CCIR,9.95,0.0,0.0,57,651942.0,5,62,0.0,Missing Data
CCIRW,0.4,46.039,0.0,57,224783.0,5,62,0.0,Missing Data
CCIX,10.35,-0.193,0.0,57,76567.0,5,62,0.0,Missing Data
CCIXU,10.6,1.923,0.0,57,3776.0,5,62,0.0,Missing Data
CCIXW,0.66,49.153,0.0,57,129449.0,5,62,0.0,Missing Data
CCZ,60.4,0.332,231123016181.0,57,2088.0,11,27,0.0,Missing Data
CDIOW,0.0304,-22.051,1229370.0,57,5920.0,6,17,2.0,Missing Data
CDR^B,15.75,-3.374,0.0,57,978.0,5,62,0.0,Missing Data
